STATISTIC,STATISTIC Label,TLIST(M1),Month,C02064V02491,Type of Milk,UNIT,VALUE
AKM02,Milk Sales (Dairy) for Human Consumption,200104,2001 April,12,Whole Milk,Million Litres,34.1
AKM02,Milk Sales (Dairy) for Human Consumption,200104,2001 April,13,Skimmed and Semi-skimmed milk,Million Litres,9.5
AKM02,Milk Sales (Dairy) for Human Consumption,200104,2001 April,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200104,2001 April,15,Semi-skimmed milk,Million Litres,8
AKM02,Milk Sales (Dairy) for Human Consumption,200105,2001 May,1,All Milk,Million Litres,46.8
AKM02,Milk Sales (Dairy) for Human Consumption,200105,2001 May,12,Whole Milk,Million Litres,37.1
AKM02,Milk Sales (Dairy) for Human Consumption,200105,2001 May,13,Skimmed and Semi-skimmed milk,Million Litres,9.7
AKM02,Milk Sales (Dairy) for Human Consumption,200105,2001 May,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200105,2001 May,15,Semi-skimmed milk,Million Litres,8.1
AKM02,Milk Sales (Dairy) for Human Consumption,200106,2001 June,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,200106,2001 June,12,Whole Milk,Million Litres,35.8
AKM02,Milk Sales (Dairy) for Human Consumption,200106,2001 June,13,Skimmed and Semi-skimmed milk,Million Litres,9.6
AKM02,Milk Sales (Dairy) for Human Consumption,200106,2001 June,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200106,2001 June,15,Semi-skimmed milk,Million Litres,8.1
AKM02,Milk Sales (Dairy) for Human Consumption,200107,2001 July,1,All Milk,Million Litres,46.1
AKM02,Milk Sales (Dairy) for Human Consumption,200107,2001 July,12,Whole Milk,Million Litres,36.3
AKM02,Milk Sales (Dairy) for Human Consumption,200107,2001 July,13,Skimmed and Semi-skimmed milk,Million Litres,9.7
AKM02,Milk Sales (Dairy) for Human Consumption,200107,2001 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200107,2001 July,15,Semi-skimmed milk,Million Litres,8.2
AKM02,Milk Sales (Dairy) for Human Consumption,200108,2001 August,1,All Milk,Million Litres,46.8
AKM02,Milk Sales (Dairy) for Human Consumption,200108,2001 August,12,Whole Milk,Million Litres,36.8
AKM02,Milk Sales (Dairy) for Human Consumption,200108,2001 August,13,Skimmed and Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200108,2001 August,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200108,2001 August,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200109,2001 September,1,All Milk,Million Litres,45.1
AKM02,Milk Sales (Dairy) for Human Consumption,200109,2001 September,12,Whole Milk,Million Litres,35.6
AKM02,Milk Sales (Dairy) for Human Consumption,200109,2001 September,13,Skimmed and Semi-skimmed milk,Million Litres,9.6
AKM02,Milk Sales (Dairy) for Human Consumption,200109,2001 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200109,2001 September,15,Semi-skimmed milk,Million Litres,8
AKM02,Milk Sales (Dairy) for Human Consumption,200110,2001 October,1,All Milk,Million Litres,46.8
AKM02,Milk Sales (Dairy) for Human Consumption,200110,2001 October,12,Whole Milk,Million Litres,36.7
AKM02,Milk Sales (Dairy) for Human Consumption,200110,2001 October,13,Skimmed and Semi-skimmed milk,Million Litres,10
AKM02,Milk Sales (Dairy) for Human Consumption,200110,2001 October,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200110,2001 October,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200111,2001 November,1,All Milk,Million Litres,44.3
AKM02,Milk Sales (Dairy) for Human Consumption,200111,2001 November,12,Whole Milk,Million Litres,34.9
AKM02,Milk Sales (Dairy) for Human Consumption,200111,2001 November,13,Skimmed and Semi-skimmed milk,Million Litres,9.4
AKM02,Milk Sales (Dairy) for Human Consumption,200111,2001 November,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200111,2001 November,15,Semi-skimmed milk,Million Litres,7.9
AKM02,Milk Sales (Dairy) for Human Consumption,200112,2001 December,1,All Milk,Million Litres,44.6
AKM02,Milk Sales (Dairy) for Human Consumption,200112,2001 December,12,Whole Milk,Million Litres,35.2
AKM02,Milk Sales (Dairy) for Human Consumption,200112,2001 December,13,Skimmed and Semi-skimmed milk,Million Litres,9.4
AKM02,Milk Sales (Dairy) for Human Consumption,200112,2001 December,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200112,2001 December,15,Semi-skimmed milk,Million Litres,8
AKM02,Milk Sales (Dairy) for Human Consumption,200201,2002 January,1,All Milk,Million Litres,46.1
AKM02,Milk Sales (Dairy) for Human Consumption,200201,2002 January,12,Whole Milk,Million Litres,36.1
AKM02,Milk Sales (Dairy) for Human Consumption,200201,2002 January,13,Skimmed and Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200201,2002 January,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200201,2002 January,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200202,2002 February,1,All Milk,Million Litres,42.2
AKM02,Milk Sales (Dairy) for Human Consumption,200202,2002 February,12,Whole Milk,Million Litres,32.9
AKM02,Milk Sales (Dairy) for Human Consumption,200202,2002 February,13,Skimmed and Semi-skimmed milk,Million Litres,9.3
AKM02,Milk Sales (Dairy) for Human Consumption,200202,2002 February,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200202,2002 February,15,Semi-skimmed milk,Million Litres,7.8
AKM02,Milk Sales (Dairy) for Human Consumption,200203,2002 March,1,All Milk,Million Litres,44.6
AKM02,Milk Sales (Dairy) for Human Consumption,200203,2002 March,12,Whole Milk,Million Litres,34.6
AKM02,Milk Sales (Dairy) for Human Consumption,200203,2002 March,13,Skimmed and Semi-skimmed milk,Million Litres,10.1
AKM02,Milk Sales (Dairy) for Human Consumption,200203,2002 March,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200203,2002 March,15,Semi-skimmed milk,Million Litres,8.5
AKM02,Milk Sales (Dairy) for Human Consumption,200204,2002 April,1,All Milk,Million Litres,44.7
AKM02,Milk Sales (Dairy) for Human Consumption,200204,2002 April,12,Whole Milk,Million Litres,34.7
AKM02,Milk Sales (Dairy) for Human Consumption,200204,2002 April,13,Skimmed and Semi-skimmed milk,Million Litres,10
AKM02,Milk Sales (Dairy) for Human Consumption,200204,2002 April,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200204,2002 April,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200205,2002 May,1,All Milk,Million Litres,46.2
AKM02,Milk Sales (Dairy) for Human Consumption,200205,2002 May,12,Whole Milk,Million Litres,35.9
AKM02,Milk Sales (Dairy) for Human Consumption,200205,2002 May,13,Skimmed and Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200205,2002 May,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200205,2002 May,15,Semi-skimmed milk,Million Litres,8.7
AKM02,Milk Sales (Dairy) for Human Consumption,200206,2002 June,1,All Milk,Million Litres,44
AKM02,Milk Sales (Dairy) for Human Consumption,200206,2002 June,12,Whole Milk,Million Litres,34.2
AKM02,Milk Sales (Dairy) for Human Consumption,200206,2002 June,13,Skimmed and Semi-skimmed milk,Million Litres,9.8
AKM02,Milk Sales (Dairy) for Human Consumption,200206,2002 June,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200206,2002 June,15,Semi-skimmed milk,Million Litres,8.3
AKM02,Milk Sales (Dairy) for Human Consumption,200207,2002 July,1,All Milk,Million Litres,45.9
AKM02,Milk Sales (Dairy) for Human Consumption,200207,2002 July,12,Whole Milk,Million Litres,35.8
AKM02,Milk Sales (Dairy) for Human Consumption,200207,2002 July,13,Skimmed and Semi-skimmed milk,Million Litres,10.2
AKM02,Milk Sales (Dairy) for Human Consumption,200207,2002 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200207,2002 July,15,Semi-skimmed milk,Million Litres,8.6
AKM02,Milk Sales (Dairy) for Human Consumption,200208,2002 August,1,All Milk,Million Litres,45.5
AKM02,Milk Sales (Dairy) for Human Consumption,200208,2002 August,12,Whole Milk,Million Litres,35.4
AKM02,Milk Sales (Dairy) for Human Consumption,200208,2002 August,13,Skimmed and Semi-skimmed milk,Million Litres,10.1
AKM02,Milk Sales (Dairy) for Human Consumption,200208,2002 August,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200208,2002 August,15,Semi-skimmed milk,Million Litres,8.6
AKM02,Milk Sales (Dairy) for Human Consumption,200209,2002 September,1,All Milk,Million Litres,44.4
AKM02,Milk Sales (Dairy) for Human Consumption,200209,2002 September,12,Whole Milk,Million Litres,34.6
AKM02,Milk Sales (Dairy) for Human Consumption,200209,2002 September,13,Skimmed and Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200209,2002 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200209,2002 September,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200210,2002 October,1,All Milk,Million Litres,46
AKM02,Milk Sales (Dairy) for Human Consumption,200210,2002 October,12,Whole Milk,Million Litres,35.7
AKM02,Milk Sales (Dairy) for Human Consumption,200210,2002 October,13,Skimmed and Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200210,2002 October,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200210,2002 October,15,Semi-skimmed milk,Million Litres,8.7
AKM02,Milk Sales (Dairy) for Human Consumption,200211,2002 November,1,All Milk,Million Litres,44.1
AKM02,Milk Sales (Dairy) for Human Consumption,200211,2002 November,12,Whole Milk,Million Litres,34.2
AKM02,Milk Sales (Dairy) for Human Consumption,200211,2002 November,13,Skimmed and Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200211,2002 November,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200211,2002 November,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200212,2002 December,1,All Milk,Million Litres,43.1
AKM02,Milk Sales (Dairy) for Human Consumption,200212,2002 December,12,Whole Milk,Million Litres,33.5
AKM02,Milk Sales (Dairy) for Human Consumption,200212,2002 December,13,Skimmed and Semi-skimmed milk,Million Litres,9.5
AKM02,Milk Sales (Dairy) for Human Consumption,200212,2002 December,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200212,2002 December,15,Semi-skimmed milk,Million Litres,8.2
AKM02,Milk Sales (Dairy) for Human Consumption,200301,2003 January,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,200301,2003 January,12,Whole Milk,Million Litres,35.1
AKM02,Milk Sales (Dairy) for Human Consumption,200301,2003 January,13,Skimmed and Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200301,2003 January,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200301,2003 January,15,Semi-skimmed milk,Million Litres,8.8
AKM02,Milk Sales (Dairy) for Human Consumption,200302,2003 February,1,All Milk,Million Litres,40.8
AKM02,Milk Sales (Dairy) for Human Consumption,200302,2003 February,12,Whole Milk,Million Litres,31.4
AKM02,Milk Sales (Dairy) for Human Consumption,200302,2003 February,13,Skimmed and Semi-skimmed milk,Million Litres,9.4
AKM02,Milk Sales (Dairy) for Human Consumption,200302,2003 February,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200302,2003 February,15,Semi-skimmed milk,Million Litres,8
AKM02,Milk Sales (Dairy) for Human Consumption,200303,2003 March,1,All Milk,Million Litres,48.2
AKM02,Milk Sales (Dairy) for Human Consumption,200303,2003 March,12,Whole Milk,Million Litres,36.9
AKM02,Milk Sales (Dairy) for Human Consumption,200303,2003 March,13,Skimmed and Semi-skimmed milk,Million Litres,11.3
AKM02,Milk Sales (Dairy) for Human Consumption,200303,2003 March,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,200303,2003 March,15,Semi-skimmed milk,Million Litres,9.6
AKM02,Milk Sales (Dairy) for Human Consumption,200304,2003 April,1,All Milk,Million Litres,41.6
AKM02,Milk Sales (Dairy) for Human Consumption,200304,2003 April,12,Whole Milk,Million Litres,32.1
AKM02,Milk Sales (Dairy) for Human Consumption,200304,2003 April,13,Skimmed and Semi-skimmed milk,Million Litres,9.5
AKM02,Milk Sales (Dairy) for Human Consumption,200304,2003 April,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200304,2003 April,15,Semi-skimmed milk,Million Litres,8.1
AKM02,Milk Sales (Dairy) for Human Consumption,200305,2003 May,1,All Milk,Million Litres,44.8
AKM02,Milk Sales (Dairy) for Human Consumption,200305,2003 May,12,Whole Milk,Million Litres,34.6
AKM02,Milk Sales (Dairy) for Human Consumption,200305,2003 May,13,Skimmed and Semi-skimmed milk,Million Litres,10.2
AKM02,Milk Sales (Dairy) for Human Consumption,200305,2003 May,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200305,2003 May,15,Semi-skimmed milk,Million Litres,8.7
AKM02,Milk Sales (Dairy) for Human Consumption,200306,2003 June,1,All Milk,Million Litres,43
AKM02,Milk Sales (Dairy) for Human Consumption,200306,2003 June,12,Whole Milk,Million Litres,33.1
AKM02,Milk Sales (Dairy) for Human Consumption,200306,2003 June,13,Skimmed and Semi-skimmed milk,Million Litres,9.8
AKM02,Milk Sales (Dairy) for Human Consumption,200306,2003 June,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200306,2003 June,15,Semi-skimmed milk,Million Litres,8.4
AKM02,Milk Sales (Dairy) for Human Consumption,200307,2003 July,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,200307,2003 July,12,Whole Milk,Million Litres,34.8
AKM02,Milk Sales (Dairy) for Human Consumption,200307,2003 July,13,Skimmed and Semi-skimmed milk,Million Litres,10.6
AKM02,Milk Sales (Dairy) for Human Consumption,200307,2003 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200307,2003 July,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200308,2003 August,1,All Milk,Million Litres,44
AKM02,Milk Sales (Dairy) for Human Consumption,200308,2003 August,12,Whole Milk,Million Litres,33.7
AKM02,Milk Sales (Dairy) for Human Consumption,200308,2003 August,13,Skimmed and Semi-skimmed milk,Million Litres,10.2
AKM02,Milk Sales (Dairy) for Human Consumption,200308,2003 August,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200308,2003 August,15,Semi-skimmed milk,Million Litres,8.8
AKM02,Milk Sales (Dairy) for Human Consumption,200309,2003 September,1,All Milk,Million Litres,44.6
AKM02,Milk Sales (Dairy) for Human Consumption,200309,2003 September,12,Whole Milk,Million Litres,34.2
AKM02,Milk Sales (Dairy) for Human Consumption,200309,2003 September,13,Skimmed and Semi-skimmed milk,Million Litres,10.4
AKM02,Milk Sales (Dairy) for Human Consumption,200309,2003 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200309,2003 September,15,Semi-skimmed milk,Million Litres,8.9
AKM02,Milk Sales (Dairy) for Human Consumption,200310,2003 October,1,All Milk,Million Litres,45.6
AKM02,Milk Sales (Dairy) for Human Consumption,200310,2003 October,12,Whole Milk,Million Litres,35
AKM02,Milk Sales (Dairy) for Human Consumption,200310,2003 October,13,Skimmed and Semi-skimmed milk,Million Litres,10.6
AKM02,Milk Sales (Dairy) for Human Consumption,200310,2003 October,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200310,2003 October,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200311,2003 November,1,All Milk,Million Litres,43
AKM02,Milk Sales (Dairy) for Human Consumption,200311,2003 November,12,Whole Milk,Million Litres,33.1
AKM02,Milk Sales (Dairy) for Human Consumption,200311,2003 November,13,Skimmed and Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200311,2003 November,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200311,2003 November,15,Semi-skimmed milk,Million Litres,8.5
AKM02,Milk Sales (Dairy) for Human Consumption,200312,2003 December,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,200312,2003 December,12,Whole Milk,Million Litres,33.7
AKM02,Milk Sales (Dairy) for Human Consumption,200312,2003 December,13,Skimmed and Semi-skimmed milk,Million Litres,9.9
AKM02,Milk Sales (Dairy) for Human Consumption,200312,2003 December,14,Skimmed Milk,Million Litres,1.3
AKM02,Milk Sales (Dairy) for Human Consumption,200312,2003 December,15,Semi-skimmed milk,Million Litres,8.5
AKM02,Milk Sales (Dairy) for Human Consumption,200401,2004 January,1,All Milk,Million Litres,44.2
AKM02,Milk Sales (Dairy) for Human Consumption,200401,2004 January,12,Whole Milk,Million Litres,33.9
AKM02,Milk Sales (Dairy) for Human Consumption,200401,2004 January,13,Skimmed and Semi-skimmed milk,Million Litres,10.3
AKM02,Milk Sales (Dairy) for Human Consumption,200401,2004 January,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200401,2004 January,15,Semi-skimmed milk,Million Litres,8.8
AKM02,Milk Sales (Dairy) for Human Consumption,200402,2004 February,1,All Milk,Million Litres,41.4
AKM02,Milk Sales (Dairy) for Human Consumption,200402,2004 February,12,Whole Milk,Million Litres,31.6
AKM02,Milk Sales (Dairy) for Human Consumption,200402,2004 February,13,Skimmed and Semi-skimmed milk,Million Litres,9.8
AKM02,Milk Sales (Dairy) for Human Consumption,200402,2004 February,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200402,2004 February,15,Semi-skimmed milk,Million Litres,8.3
AKM02,Milk Sales (Dairy) for Human Consumption,200403,2004 March,1,All Milk,Million Litres,47.4
AKM02,Milk Sales (Dairy) for Human Consumption,200403,2004 March,12,Whole Milk,Million Litres,36
AKM02,Milk Sales (Dairy) for Human Consumption,200403,2004 March,13,Skimmed and Semi-skimmed milk,Million Litres,11.4
AKM02,Milk Sales (Dairy) for Human Consumption,200403,2004 March,14,Skimmed Milk,Million Litres,1.7
AKM02,Milk Sales (Dairy) for Human Consumption,200403,2004 March,15,Semi-skimmed milk,Million Litres,9.7
AKM02,Milk Sales (Dairy) for Human Consumption,200404,2004 April,1,All Milk,Million Litres,41.2
AKM02,Milk Sales (Dairy) for Human Consumption,200404,2004 April,12,Whole Milk,Million Litres,31.5
AKM02,Milk Sales (Dairy) for Human Consumption,200404,2004 April,13,Skimmed and Semi-skimmed milk,Million Litres,9.7
AKM02,Milk Sales (Dairy) for Human Consumption,200404,2004 April,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200404,2004 April,15,Semi-skimmed milk,Million Litres,8.3
AKM02,Milk Sales (Dairy) for Human Consumption,200405,2004 May,1,All Milk,Million Litres,44
AKM02,Milk Sales (Dairy) for Human Consumption,200405,2004 May,12,Whole Milk,Million Litres,33.3
AKM02,Milk Sales (Dairy) for Human Consumption,200405,2004 May,13,Skimmed and Semi-skimmed milk,Million Litres,10.7
AKM02,Milk Sales (Dairy) for Human Consumption,200405,2004 May,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200405,2004 May,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200406,2004 June,1,All Milk,Million Litres,43.4
AKM02,Milk Sales (Dairy) for Human Consumption,200406,2004 June,12,Whole Milk,Million Litres,32.9
AKM02,Milk Sales (Dairy) for Human Consumption,200406,2004 June,13,Skimmed and Semi-skimmed milk,Million Litres,10.5
AKM02,Milk Sales (Dairy) for Human Consumption,200406,2004 June,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200406,2004 June,15,Semi-skimmed milk,Million Litres,9
AKM02,Milk Sales (Dairy) for Human Consumption,200407,2004 July,1,All Milk,Million Litres,43.8
AKM02,Milk Sales (Dairy) for Human Consumption,200407,2004 July,12,Whole Milk,Million Litres,33.2
AKM02,Milk Sales (Dairy) for Human Consumption,200407,2004 July,13,Skimmed and Semi-skimmed milk,Million Litres,10.6
AKM02,Milk Sales (Dairy) for Human Consumption,200407,2004 July,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200407,2004 July,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200408,2004 August,1,All Milk,Million Litres,44.3
AKM02,Milk Sales (Dairy) for Human Consumption,200408,2004 August,12,Whole Milk,Million Litres,33.6
AKM02,Milk Sales (Dairy) for Human Consumption,200408,2004 August,13,Skimmed and Semi-skimmed milk,Million Litres,10.7
AKM02,Milk Sales (Dairy) for Human Consumption,200408,2004 August,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200408,2004 August,15,Semi-skimmed milk,Million Litres,9.2
AKM02,Milk Sales (Dairy) for Human Consumption,200409,2004 September,1,All Milk,Million Litres,44.2
AKM02,Milk Sales (Dairy) for Human Consumption,200409,2004 September,12,Whole Milk,Million Litres,33.6
AKM02,Milk Sales (Dairy) for Human Consumption,200409,2004 September,13,Skimmed and Semi-skimmed milk,Million Litres,10.6
AKM02,Milk Sales (Dairy) for Human Consumption,200409,2004 September,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200409,2004 September,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200410,2004 October,1,All Milk,Million Litres,43.6
AKM02,Milk Sales (Dairy) for Human Consumption,200410,2004 October,12,Whole Milk,Million Litres,32.9
AKM02,Milk Sales (Dairy) for Human Consumption,200410,2004 October,13,Skimmed and Semi-skimmed milk,Million Litres,10.6
AKM02,Milk Sales (Dairy) for Human Consumption,200410,2004 October,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200410,2004 October,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200411,2004 November,1,All Milk,Million Litres,43.1
AKM02,Milk Sales (Dairy) for Human Consumption,200411,2004 November,12,Whole Milk,Million Litres,32.7
AKM02,Milk Sales (Dairy) for Human Consumption,200411,2004 November,13,Skimmed and Semi-skimmed milk,Million Litres,10.4
AKM02,Milk Sales (Dairy) for Human Consumption,200411,2004 November,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200411,2004 November,15,Semi-skimmed milk,Million Litres,9
AKM02,Milk Sales (Dairy) for Human Consumption,200412,2004 December,1,All Milk,Million Litres,43.3
AKM02,Milk Sales (Dairy) for Human Consumption,200412,2004 December,12,Whole Milk,Million Litres,32.8
AKM02,Milk Sales (Dairy) for Human Consumption,200412,2004 December,13,Skimmed and Semi-skimmed milk,Million Litres,10.5
AKM02,Milk Sales (Dairy) for Human Consumption,200412,2004 December,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200412,2004 December,15,Semi-skimmed milk,Million Litres,9.1
AKM02,Milk Sales (Dairy) for Human Consumption,200501,2005 January,1,All Milk,Million Litres,43.5
AKM02,Milk Sales (Dairy) for Human Consumption,200501,2005 January,12,Whole Milk,Million Litres,32.8
AKM02,Milk Sales (Dairy) for Human Consumption,200501,2005 January,13,Skimmed and Semi-skimmed milk,Million Litres,10.8
AKM02,Milk Sales (Dairy) for Human Consumption,200501,2005 January,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200501,2005 January,15,Semi-skimmed milk,Million Litres,9.2
AKM02,Milk Sales (Dairy) for Human Consumption,200502,2005 February,1,All Milk,Million Litres,40.5
AKM02,Milk Sales (Dairy) for Human Consumption,200502,2005 February,12,Whole Milk,Million Litres,30.3
AKM02,Milk Sales (Dairy) for Human Consumption,200502,2005 February,13,Skimmed and Semi-skimmed milk,Million Litres,10.2
AKM02,Milk Sales (Dairy) for Human Consumption,200502,2005 February,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200502,2005 February,15,Semi-skimmed milk,Million Litres,8.8
AKM02,Milk Sales (Dairy) for Human Consumption,200503,2005 March,1,All Milk,Million Litres,45.4
AKM02,Milk Sales (Dairy) for Human Consumption,200503,2005 March,12,Whole Milk,Million Litres,33.8
AKM02,Milk Sales (Dairy) for Human Consumption,200503,2005 March,13,Skimmed and Semi-skimmed milk,Million Litres,11.7
AKM02,Milk Sales (Dairy) for Human Consumption,200503,2005 March,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200503,2005 March,15,Semi-skimmed milk,Million Litres,10.1
AKM02,Milk Sales (Dairy) for Human Consumption,200504,2005 April,1,All Milk,Million Litres,40.9
AKM02,Milk Sales (Dairy) for Human Consumption,200504,2005 April,12,Whole Milk,Million Litres,30.5
AKM02,Milk Sales (Dairy) for Human Consumption,200504,2005 April,13,Skimmed and Semi-skimmed milk,Million Litres,10.4
AKM02,Milk Sales (Dairy) for Human Consumption,200504,2005 April,14,Skimmed Milk,Million Litres,1.4
AKM02,Milk Sales (Dairy) for Human Consumption,200504,2005 April,15,Semi-skimmed milk,Million Litres,9
AKM02,Milk Sales (Dairy) for Human Consumption,200505,2005 May,1,All Milk,Million Litres,44.5
AKM02,Milk Sales (Dairy) for Human Consumption,200505,2005 May,12,Whole Milk,Million Litres,33.1
AKM02,Milk Sales (Dairy) for Human Consumption,200505,2005 May,13,Skimmed and Semi-skimmed milk,Million Litres,11.4
AKM02,Milk Sales (Dairy) for Human Consumption,200505,2005 May,14,Skimmed Milk,Million Litres,1.6
AKM02,Milk Sales (Dairy) for Human Consumption,200505,2005 May,15,Semi-skimmed milk,Million Litres,9.8
AKM02,Milk Sales (Dairy) for Human Consumption,200506,2005 June,1,All Milk,Million Litres,43.2
AKM02,Milk Sales (Dairy) for Human Consumption,200506,2005 June,12,Whole Milk,Million Litres,32.2
AKM02,Milk Sales (Dairy) for Human Consumption,200506,2005 June,13,Skimmed and Semi-skimmed milk,Million Litres,11.1
AKM02,Milk Sales (Dairy) for Human Consumption,200506,2005 June,14,Skimmed Milk,Million Litres,1.5
AKM02,Milk Sales (Dairy) for Human Consumption,200506,2005 June,15,Semi-skimmed milk,Million Litres,9.6
AKM02,Milk Sales (Dairy) for Human Consumption,200507,2005 July,1,All Milk,Million Litres,43.3
